"INSEECOM";"LIBAU2010";"Statut";"CATAEU2010";"date1";"date2";"evolution";"type_commune_dans_au";"evolution_type_espace";"pres_abs_police"
"21573";"Dijon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"21599";"Dijon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"21603";"Semur-en-Auxois";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"21611";"Dijon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"21663";"Venarey-les-Laumes";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"22050";"Dinan";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"22055";"Saint-Brieuc";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"22070";"Guingamp";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"22093";"Lamballe-Armor";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"22113";"Lannion";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"22127";"Paimpol";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"22136";"Loudéac";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"22162";"Paimpol";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"22168";"Lannion";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"22172";"Plancoët";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"22187";"Saint-Brieuc";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"22209";"Dinard";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"22262";"Saint-Brieuc";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"22266";"Rostrenen";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"22278";"Saint-Brieuc";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"22362";"Tréguier";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"23008";"Aubusson";"Sous-pr<e9>fecture";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"23030";"Bourganeuf";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"23096";"Guéret";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"23176";"La Souterraine";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"23247";"Guéret";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"24037";"Bergerac";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"24222";"Bergerac";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"24223";"Lalinde";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"24229";"Le Lardin-Saint-Lazare";"Commune simple";"221";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"24294";"Montpon-Ménestérol";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"24299";"Mussidan";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"24311";"Nontron";"Sous-pr<e9>fecture";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"24322";"Périgueux";"Pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"24352";"Ribérac";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"24354";"La Roche-Chalais - Saint-Aigulin";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"24484";"Périgueux";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"24520";"Sarlat-la-Canéda";"Sous-pr<e9>fecture";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"24527";"Périgueux";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"24534";"Bergerac";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"24547";"Terrasson-Lavilledieu";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"24551";"Thiviers";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"25047";"Baume-les-Dames";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"25048";"Montbéliard";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"25056";"Besançon";"Pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"25057";"Montbéliard";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"25063";"Montbéliard";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"25078";"Besançon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"25212";"Besançon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"25228";"Montbéliard";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"25304";"Montbéliard";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"25315";"Montbéliard";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"25356";"Maîche";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"25368";"Besançon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"25388";"Montbéliard";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"25411";"Morteau";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"25434";"Ornans";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"25462";"Pontarlier";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"25463";"Montbéliard";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"25475";"Besançon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"25482";"Besançon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"25508";"Besançon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"25527";"Besançon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"25578";"Valdahon";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"26045";"Montélimar";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"26057";"Romans-sur-Isère";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"26064";"Valence";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"26108";"Crest";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"26113";"Die";"Sous-pr<e9>fecture";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"26114";"Dieulefit";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"26198";"Montélimar";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"26220";"Nyons";"Sous-pr<e9>fecture";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"26235";"Pierrelatte";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
